Year,EmployerType,EmployerName,DepartmentOrSubdivision,Position,ElectedOfficial,Judicial,OtherPositions,MinPositionSalary,MaxPositionSalary,ReportedBaseWage,RegularPay,OvertimePay,LumpSumPay,OtherPay,TotalWages,DefinedBenefitPlanContribution,EmployeesRetirementCostCovered,DeferredCompensationPlan,HealthDentalVision,TotalRetirementAndHealthContribution,PensionFormula,EmployerURL,EmployerPopulation,LastUpdatedDate,EmployerCounty,SpecialDistrictActivities,IncludesUnfundedLiability,SpecialDistrictType
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,92130,11467,0,4418,108015,39432,0,0,32641,72073,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Public Health Nurse Supervisor,False,False,,96970,116952,,108009,0,0,0,108009,24956,0,0,0,24956,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Social Services,Department Business Specialist II,False,False,,81095,97567,,94927,11500,0,1500,107927,22593,0,0,11364,33957,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Psychiatric Nurse Senior,False,False,,93174,112316,,106393,0,0,1500,107893,25956,0,0,14492,40448,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,95894,2671,0,9316,107881,41190,0,0,29921,71111,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Sergeant,False,False,,85889,103854,,89322,14155,0,4275,107752,37985,0,0,34397,72382,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Social Services,Cost Analyst II,False,False,,91171,109874,,107742,0,0,0,107742,25052,0,0,10333,35385,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,92977,9279,0,5478,107734,14344,0,0,10164,24508,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Board Of Supervisors,Supervisor Elected,True,False,,0,0,,99969,0,0,7740,107709,16805,0,0,10285,27090,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Quality Assurance Coordinator,False,False,,91458,110221,,107692,0,0,0,107692,9086,0,0,10636,19722,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Auditor-Controller,Electronic Data Processing Office Automation Coordinator Senior,False,False,,84985,102326,,101840,3983,0,1830,107653,24487,0,0,12312,36799,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Parks,Program/Business Leader-General,False,False,,98846,144468,,107638,0,0,0,107638,23402,0,263,11869,35534,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Works,Program/Business Leader-General,False,False,,98846,144468,,107492,113,0,0,107605,25469,0,286,21589,47344,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Psychiatric Nurse II,False,False,,86917,104684,,101691,4299,0,1610,107600,24241,0,0,11672,35913,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Quality Assurance Coordinator,False,False,,91458,110221,,107533,0,0,0,107533,16901,0,0,1000,17901,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,93336,8514,0,5653,107503,20954,0,0,624,21578,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Clerk-Recorder-Assessor,Enterprise Leader-General,False,False,,113695,166598,,107448,0,0,0,107448,26146,0,293,24518,50957,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,101288,2165,0,3973,107426,37635,0,0,0,37635,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,88646,7759,0,11018,107423,32244,0,0,34397,66641,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer Senior,False,False,,79747,102145,,99356,2640,0,5419,107415,33926,0,0,10212,44138,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,93578,9832,0,3969,107379,39440,0,0,34310,73750,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer Senior,False,False,,79747,102145,,98426,7188,0,1760,107374,32979,0,0,11748,44727,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,County Executive Office,Team/Project Leader-General,False,False,,80698,117422,,107345,0,0,0,107345,22953,0,258,10212,33423,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer Supervisor,False,False,,88140,113117,,107081,0,0,260,107341,35976,0,0,12634,48610,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,92126,5532,0,9587,107245,39408,0,0,28176,67584,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,83717,16665,0,6859,107241,13226,0,0,7632,20858,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Works,Engineering Geologist,False,False,,99877,120538,,107229,0,0,0,107229,27484,0,0,22151,49635,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,County Executive Office,Team/Project Leader-General,False,False,,80698,117422,,107225,0,0,0,107225,23034,0,258,10333,33625,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Auditor-Controller,Financial Systems Analyst II,False,False,,96753,116690,,107186,0,0,0,107186,9619,0,0,18278,27897,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Public Health Nurse,False,False,,88377,106465,,103408,3734,0,0,107142,8776,0,0,11748,20524,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Team/Project Leader-General,False,False,Team/Project Leader-General|Extra Help,80698,117422,,102298,4763,0,0,107061,22316,0,250,12532,35098,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,71216,23084,8012,4746,107058,25154,0,0,29921,55075,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Clerk-Recorder-Assessor,Electronic Data Processing Systems & Programmer Analyst II,False,False,,92364,111330,,107054,0,0,0,107054,25384,0,0,12869,38253,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Accountant Supervising,False,False,,91171,109874,,106747,0,0,260,107007,25112,0,0,10333,35445,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer Supervisor,False,False,,88140,113117,,106408,263,0,260,106931,35976,0,0,11748,47724,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,101670,235,0,5013,106918,31045,0,0,0,31045,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Public Health Nurse,False,False,,88377,106465,,105067,1761,0,5,106833,24276,0,0,0,24276,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Public Health Nurse,False,False,,88377,106465,,104909,421,0,1500,106830,8901,0,0,10212,19113,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Fire,Aircraft Mechanic,False,False,,71363,85694,,81587,25094,0,148,106829,6871,0,148,8029,15048,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Electronic Data Processing Systems & Programmer Analyst II,False,False,,92364,111330,,106783,0,0,0,106783,23458,0,0,13033,36491,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,86933,7380,0,12444,106757,14659,0,0,20101,34760,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,96131,3320,0,7281,106732,15279,0,0,11485,26764,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Social Services,Program/Business Leader-General,False,False,,98846,144468,,105858,702,0,0,106560,24455,0,275,18732,43462,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Social Services,Administrative Office Professional Expert-Restricted,False,False,,87115,106313,,104070,2425,0,0,106495,22401,0,0,10612,33013,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,District Attorney,Legal Office Professional Expert,False,False,,86459,105568,,101057,5437,0,0,106494,24071,0,0,12634,36705,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Environmental Health Specialist Supervisor,False,False,,93999,113364,,69335,37096,0,0,106431,16028,0,0,0,16028,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,101288,25,0,5045,106358,30942,0,0,0,30942,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,101288,0,0,5029,106317,15511,0,0,0,15511,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer Supervisor,False,False,,88140,113117,,105479,675,0,140,106294,34249,0,0,10333,44582,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Board Of Supervisors,Supervisor Elected,True,False,,0,0,,100248,0,0,6032,106280,8373,0,0,0,8373,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Board Of Supervisors,Supervisor Elected,True,False,,0,0,,100248,0,0,6032,106280,8373,0,0,0,8373,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Treasurer-Tax Collector-Public,Financial Accounting Analyst,False,False,,92364,111330,,106254,0,0,0,106254,25384,0,0,13669,39053,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Staff Nurse Supervisor,False,False,,95360,114982,,101491,4700,0,0,106191,26217,0,0,21928,48145,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Social Services,Public Health Nurse,False,False,,88377,106465,,104690,0,0,1500,106190,24622,0,0,10333,34955,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,General Services,Electronic Data Processing Network Technician III,False,False,,85380,102802,,96377,6963,0,2849,106189,23367,0,177,11869,35413,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,False,False,,74583,90047,,88326,11394,0,6427,106147,20083,0,0,8869,28952,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,91858,5640,0,8626,106124,39300,0,0,27861,67161,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,District Attorney,Deputy District Attorney II,False,False,,95062,114623,,101996,0,0,4056,106052,8818,0,189,11914,20921,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,97199,3409,0,5420,106028,39440,0,0,28616,68056,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,101207,1996,0,2777,105980,21903,0,0,0,21903,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Works,Wastewater Plant Operator Chief,False,False,,88910,107116,,105314,630,0,0,105944,24423,0,190,10333,34946,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Nutrition Site Supervisor,False,False,,81309,97837,,93677,12222,0,0,105899,8065,0,0,12069,20134,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,County Executive Office,Department Business Specialist II,False,False,,81095,97567,,96127,9752,0,0,105879,22246,0,0,10164,32410,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,98255,1784,0,5763,105802,40083,0,0,22805,62888,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,False,False,,74583,90047,,75766,25110,0,4911,105787,33366,0,0,34397,67763,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,False,False,,74583,90047,,88334,16605,0,825,105764,18889,0,0,10136,29025,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,87630,11990,0,6131,105751,13722,0,0,10333,24055,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Clinical Psychologist II,False,False,,91934,110808,,104231,0,0,1500,105731,25411,0,0,14292,39703,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Sergeant,False,False,,101215,122564,,100402,268,0,5037,105707,46000,0,0,17524,63524,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,69348,30918,0,5416,105682,32086,0,0,36697,68783,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Agricultural Commissioner/W&M,Program/Business Leader-General,False,False,,98846,144468,,102961,0,0,2704,105665,23753,0,260,12946,36959,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,86540,11133,0,7927,105600,13811,0,0,10256,24067,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,91198,9353,0,5013,105564,39813,0,0,36897,76710,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Auditor-Controller,Financial Accounting Analyst,False,False,,92364,111330,,78749,0,26730,0,105479,17501,0,0,12368,29869,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Social Services,Electronic Data Processing Systems & Programmer Analyst II,False,False,,92364,111330,,105476,0,0,0,105476,25384,0,0,13635,39019,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,False,False,,74583,90047,,86883,10479,0,8031,105393,34481,0,0,12369,46850,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Parks,Program/Business Leader-General,False,False,,98846,144468,,105349,0,0,0,105349,22616,0,253,10256,33125,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Computer Systems Specialist-Supervisor,False,False,,92364,111330,,105320,0,0,0,105320,25384,0,0,14602,39986,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Works,Urban Forestry Supervisor,False,False,,79109,95145,,92036,3881,0,9390,105307,22053,0,0,11833,33886,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Health Care Program Coordinator,False,False,,77532,93219,,89832,13878,0,1500,105210,19998,0,0,12333,32331,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,96706,2341,0,6113,105160,15010,0,0,470,15480,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Team/Project Leader-General,False,False,,80698,117422,,105110,0,0,0,105110,22533,0,252,0,22785,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,97630,3487,0,3987,105104,22307,0,0,14502,36809,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,77726,18212,0,9134,105072,12807,0,0,11869,24676,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy,False,False,,85320,103166,,88632,8241,0,8150,105023,14075,0,0,10256,24331,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,False,False,,74583,90047,,92195,11969,0,825,104989,31904,0,0,15866,47770,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Auditor-Controller,Financial Accounting Analyst,False,False,,92364,111330,,104969,0,0,0,104969,8786,0,0,10256,19042,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Treasurer-Tax Collector-Public,Financial Systems Analyst Senior,False,False,,104745,126449,,104921,0,0,0,104921,28832,0,0,29921,58753,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Communications Dispatcher II,False,False,,68642,82815,,81282,15098,0,8488,104868,7514,0,0,11909,19423,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer Senior,False,False,,79747,102145,,99879,4721,0,260,104860,32494,0,0,197,32691,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,County Executive Office,Enterprise Leader-General,False,False,,113695,166598,,104844,0,0,0,104844,22472,0,252,0,22724,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Hazardous Materials Specialist Senior,False,False,,83864,100994,,86863,8741,0,9156,104760,7846,0,0,17602,25448,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Communications Dispatcher II,False,False,,68642,82815,,76056,17096,0,11583,104735,7558,0,0,13748,21306,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,General Services,Electronic Data Processing Network Technician III,False,False,,85380,102802,,99604,0,0,5073,104677,8898,0,183,11902,20983,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,General Services,Communications Systems Supervisor,False,False,,81542,98122,,84959,12703,0,6987,104649,23979,0,174,21928,46081,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Board Of Supervisors,Supervisor Elected,True,False,,0,0,,98433,0,0,6174,104607,22801,0,0,11869,34670,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,84055,19727,0,825,104607,18017,0,0,10333,28350,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Team/Project Leader-General,False,False,,80698,117422,,104600,0,0,0,104600,9301,0,267,14138,23706,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Fire,Firefighter Staff,False,False,,84460,101394,,97655,2109,0,4782,104546,33718,0,0,11923,45641,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Sheriffs Deputy/Special Duty,False,False,,89538,108312,,100237,315,0,3945,104497,39432,0,0,21818,61250,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,84055,16435,0,3963,104453,18687,0,0,8029,26716,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Planning & Development,Planner III,False,False,,91341,110082,,104442,0,0,0,104442,9074,0,0,12634,21708,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Health Care Program Coordinator,False,False,,77532,93219,,91090,11773,0,1500,104363,21601,0,0,10805,32406,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Works,Civil Engineer/Plan Check Engineer,False,False,,99877,120538,,104339,0,0,0,104339,9884,0,0,21444,31328,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,80811,18849,0,4649,104309,12863,0,0,15445,28308,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer,False,False,,74816,95701,,92143,9309,0,2835,104287,20398,0,0,11869,32267,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,False,False,,74583,90047,,78677,19704,0,5895,104276,19972,0,0,29206,49178,2.7% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy,False,False,,71171,85889,,84055,15464,0,4722,104241,31838,0,0,8029,39867,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Health,Computer Systems Specialist-Supervisor,False,False,,92364,111330,,104238,0,0,0,104238,24821,0,0,13169,37990,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Defender,Legal Office Professional Expert,False,False,,86459,105568,,102699,2,0,1500,104201,22359,0,0,10333,32692,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Polygraph Examiner,False,False,,87212,105042,,103662,493,0,0,104155,8659,0,0,0,8659,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Sheriff,Custody Deputy Special Duty,False,False,,74583,90047,,87893,7389,0,8867,104149,35862,0,0,11782,47644,3% @ 50,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Public Defender,Deputy Public Defender III,False,False,,109358,132080,,102853,0,0,1215,104068,18642,0,285,20598,39525,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Probation,Deputy Probation Officer,False,False,,74816,95701,,93756,10002,0,260,104018,30450,0,0,10256,40706,3% @ 55,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Social Services,Cost Analyst II,False,False,,91171,109874,,102986,0,0,958,103944,24534,0,0,12228,36762,2% @ 57,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
2020,County,Santa Barbara,Behavioral Wellness,Program/Business Leader-General,False,False,,98846,144468,,94102,207,7992,1619,103920,7995,0,169,10889,19053,2% @ 62,http://co.santa-barbara.ca.us/hr,441172,10/08/2021,Santa Barbara,,False,
